Date_Key,Scenario_ID,Division_ID,Cost_Center_ID,GL_Account_ID,Amount_EUR
20200131,ACT,DIV01,CC04,PL001,17596159.03
20200131,ACT,DIV01,CC04,PL002,-527884.77
20200131,ACT,DIV01,CC01,PL010,-5019410.78
20200131,ACT,DIV01,CC01,PL011,-2007764.31
20200131,ACT,DIV01,CC01,PL012,-1368930.21
20200131,ACT,DIV01,CC08,PL013,-547572.09
20200131,ACT,DIV01,CC10,PL014,-182524.03
20200131,ACT,DIV01,CC04,PL020,-1125169.37
20200131,ACT,DIV01,CC07,PL021,-599521.89
20200131,ACT,DIV01,CC07,PL022,-423129.05
20200131,ACT,DIV01,CC06,PL023,-747050.48
20200131,ACT,DIV01,CC07,PL024,-885498.3
20200131,ACT,DIV01,CC09,PL025,-170191.77
20200131,ACT,DIV01,CC07,PL030,-477641.64
20200131,ACT,DIV01,CC07,PL031,33373.67
20200131,ACT,DIV01,CC07,PL032,-13485.5
20200131,ACT,DIV01,CC07,PL033,-16356.02
20200131,ACT,DIV01,CC07,PL040,-984872.69
20200131,ACT,DIV02,CC05,PL001,11730772.69
20200131,ACT,DIV02,CC05,PL002,-351923.18
20200131,ACT,DIV02,CC02,PL010,-3346273.86
20200131,ACT,DIV02,CC02,PL011,-1338509.54
20200131,ACT,DIV02,CC02,PL012,-912620.14
20200131,ACT,DIV02,CC08,PL013,-365048.06
20200131,ACT,DIV02,CC10,PL014,-121682.69
20200131,ACT,DIV02,CC04,PL020,-750112.91
20200131,ACT,DIV02,CC07,PL021,-399681.26
20200131,ACT,DIV02,CC07,PL022,-282086.04
20200131,ACT,DIV02,CC06,PL023,-498033.65
20200131,ACT,DIV02,CC07,PL024,-590332.2
20200131,ACT,DIV02,CC09,PL025,-113461.18
20200131,ACT,DIV02,CC07,PL030,-318427.76
20200131,ACT,DIV02,CC07,PL031,22249.11
20200131,ACT,DIV02,CC07,PL032,-8990.33
20200131,ACT,DIV02,CC07,PL033,-10904.01
20200131,ACT,DIV02,CC07,PL040,-656581.8
20200131,ACT,DIV03,CC05,PL001,9775643.9
20200131,ACT,DIV03,CC05,PL002,-293269.32
20200131,ACT,DIV03,CC03,PL010,-2788561.55
20200131,ACT,DIV03,CC03,PL011,-1115424.62
20200131,ACT,DIV03,CC03,PL012,-760516.79
20200131,ACT,DIV03,CC08,PL013,-304206.71
20200131,ACT,DIV03,CC10,PL014,-101402.24
20200131,ACT,DIV03,CC04,PL020,-625094.1
20200131,ACT,DIV03,CC07,PL021,-333067.72
20200131,ACT,DIV03,CC07,PL022,-235071.7
20200131,ACT,DIV03,CC06,PL023,-415028.04
20200131,ACT,DIV03,CC07,PL024,-491943.5
20200131,ACT,DIV03,CC09,PL025,-94550.98
20200131,ACT,DIV03,CC07,PL030,-265356.47
20200131,ACT,DIV03,CC07,PL031,18540.93
20200131,ACT,DIV03,CC07,PL032,-7491.94
20200131,ACT,DIV03,CC07,PL033,-9086.68
20200131,ACT,DIV03,CC07,PL040,-547151.5
20200131,BUD,DIV01,CC04,PL001,18104003.43
20200131,BUD,DIV01,CC04,PL002,-543120.1
20200131,BUD,DIV01,CC01,PL010,-4922175.63
20200131,BUD,DIV01,CC01,PL011,-1968870.25
20200131,BUD,DIV01,CC01,PL012,-1342411.53
20200131,BUD,DIV01,CC08,PL013,-536964.61
20200131,BUD,DIV01,CC10,PL014,-178988.2
20200131,BUD,DIV01,CC04,PL020,-1133953.34
20200131,BUD,DIV01,CC07,PL021,-625268.99
20200131,BUD,DIV01,CC07,PL022,-444171.21
20200131,BUD,DIV01,CC06,PL023,-774769.98
20200131,BUD,DIV01,CC07,PL024,-888162.3
20200131,BUD,DIV01,CC09,PL025,-173258.16
20200131,BUD,DIV01,CC07,PL030,-490786.42
20200131,BUD,DIV01,CC07,PL031,34855.24
20200131,BUD,DIV01,CC07,PL032,-45313.29
20200131,BUD,DIV01,CC07,PL033,-17821.44
20200131,BUD,DIV01,CC07,PL040,-1134790.49
20200131,BUD,DIV02,CC05,PL001,12069335.62
20200131,BUD,DIV02,CC05,PL002,-362080.07
20200131,BUD,DIV02,CC02,PL010,-3281450.42
20200131,BUD,DIV02,CC02,PL011,-1312580.17
20200131,BUD,DIV02,CC02,PL012,-894941.02
20200131,BUD,DIV02,CC08,PL013,-357976.41
20200131,BUD,DIV02,CC10,PL014,-119325.47
20200131,BUD,DIV02,CC04,PL020,-755968.9
20200131,BUD,DIV02,CC07,PL021,-416846.0
20200131,BUD,DIV02,CC07,PL022,-296114.14
20200131,BUD,DIV02,CC06,PL023,-516513.32
20200131,BUD,DIV02,CC07,PL024,-592108.2
20200131,BUD,DIV02,CC09,PL025,-115505.44
20200131,BUD,DIV02,CC07,PL030,-327190.95
20200131,BUD,DIV02,CC07,PL031,23236.83
20200131,BUD,DIV02,CC07,PL032,-30208.86
20200131,BUD,DIV02,CC07,PL033,-11880.96
20200131,BUD,DIV02,CC07,PL040,-756527.0
20200131,BUD,DIV03,CC05,PL001,10057779.68
20200131,BUD,DIV03,CC05,PL002,-301733.39
20200131,BUD,DIV03,CC03,PL010,-2734542.01
20200131,BUD,DIV03,CC03,PL011,-1093816.81
20200131,BUD,DIV03,CC03,PL012,-745784.19
20200131,BUD,DIV03,CC08,PL013,-298313.67
20200131,BUD,DIV03,CC10,PL014,-99437.89
20200131,BUD,DIV03,CC04,PL020,-629974.08
20200131,BUD,DIV03,CC07,PL021,-347371.66
20200131,BUD,DIV03,CC07,PL022,-246761.78
20200131,BUD,DIV03,CC06,PL023,-430427.77
20200131,BUD,DIV03,CC07,PL024,-493423.5
20200131,BUD,DIV03,CC09,PL025,-96254.54
20200131,BUD,DIV03,CC07,PL030,-272659.12
20200131,BUD,DIV03,CC07,PL031,19364.02
20200131,BUD,DIV03,CC07,PL032,-25174.05
20200131,BUD,DIV03,CC07,PL033,-9900.8
20200131,BUD,DIV03,CC07,PL040,-630439.16
20200229,ACT,DIV01,CC04,PL001,18424358.42
20200229,ACT,DIV01,CC04,PL002,-552730.75
20200229,ACT,DIV01,CC01,PL010,-5301347.86
20200229,ACT,DIV01,CC01,PL011,-2120539.14
20200229,ACT,DIV01,CC01,PL012,-1445822.14
20200229,ACT,DIV01,CC08,PL013,-578328.86
20200229,ACT,DIV01,CC10,PL014,-192776.29
20200229,ACT,DIV01,CC04,PL020,-1153118.36
20200229,ACT,DIV01,CC07,PL021,-637152.31
20200229,ACT,DIV01,CC07,PL022,-450234.97
20200229,ACT,DIV01,CC06,PL023,-786192.73
20200229,ACT,DIV01,CC07,PL024,-890351.89
20200229,ACT,DIV01,CC09,PL025,-178528.8
20200229,ACT,DIV01,CC07,PL030,-475969.96
20200229,ACT,DIV01,CC07,PL031,35315.74
20200229,ACT,DIV01,CC07,PL032,-76103.81
20200229,ACT,DIV01,CC07,PL033,-17202.41
20200229,ACT,DIV01,CC07,PL040,-1008916.69
20200229,ACT,DIV02,CC05,PL001,12282905.61
20200229,ACT,DIV02,CC05,PL002,-368487.17
20200229,ACT,DIV02,CC02,PL010,-3534231.9
20200229,ACT,DIV02,CC02,PL011,-1413692.76
20200229,ACT,DIV02,CC02,PL012,-963881.43
20200229,ACT,DIV02,CC08,PL013,-385552.57
20200229,ACT,DIV02,CC10,PL014,-128517.52
20200229,ACT,DIV02,CC04,PL020,-768745.58
20200229,ACT,DIV02,CC07,PL021,-424768.21
20200229,ACT,DIV02,CC07,PL022,-300156.65
20200229,ACT,DIV02,CC06,PL023,-524128.49
20200229,ACT,DIV02,CC07,PL024,-593567.92
20200229,ACT,DIV02,CC09,PL025,-119019.2
20200229,ACT,DIV02,CC07,PL030,-317313.31
20200229,ACT,DIV02,CC07,PL031,23543.83
20200229,ACT,DIV02,CC07,PL032,-50735.87
20200229,ACT,DIV02,CC07,PL033,-11468.27
20200229,ACT,DIV02,CC07,PL040,-672611.13
20200229,ACT,DIV03,CC05,PL001,10235754.68
20200229,ACT,DIV03,CC05,PL002,-307072.64
20200229,ACT,DIV03,CC03,PL010,-2945193.25
20200229,ACT,DIV03,CC03,PL011,-1178077.3
20200229,ACT,DIV03,CC03,PL012,-803234.52
20200229,ACT,DIV03,CC08,PL013,-321293.81
20200229,ACT,DIV03,CC10,PL014,-107097.94
20200229,ACT,DIV03,CC04,PL020,-640621.31
20200229,ACT,DIV03,CC07,PL021,-353973.51
20200229,ACT,DIV03,CC07,PL022,-250130.54
20200229,ACT,DIV03,CC06,PL023,-436773.74
20200229,ACT,DIV03,CC07,PL024,-494639.94
20200229,ACT,DIV03,CC09,PL025,-99182.66
20200229,ACT,DIV03,CC07,PL030,-264427.76
20200229,ACT,DIV03,CC07,PL031,19619.86
20200229,ACT,DIV03,CC07,PL032,-42279.89
20200229,ACT,DIV03,CC07,PL033,-9556.89
20200229,ACT,DIV03,CC07,PL040,-560509.27
20200229,BUD,DIV01,CC04,PL001,18568761.34
20200229,BUD,DIV01,CC04,PL002,-557062.84
20200229,BUD,DIV01,CC01,PL010,-5133541.09
20200229,BUD,DIV01,CC01,PL011,-2053416.44
20200229,BUD,DIV01,CC01,PL012,-1400056.66
20200229,BUD,DIV01,CC08,PL013,-560022.66
20200229,BUD,DIV01,CC10,PL014,-186674.22
20200229,BUD,DIV01,CC04,PL020,-1162296.5
20200229,BUD,DIV01,CC07,PL021,-626620.49
20200229,BUD,DIV01,CC07,PL022,-450344.77
20200229,BUD,DIV01,CC06,PL023,-798717.51
20200229,BUD,DIV01,CC07,PL024,-881251.07
20200229,BUD,DIV01,CC09,PL025,-175456.02
20200229,BUD,DIV01,CC07,PL030,-481253.53
20200229,BUD,DIV01,CC07,PL031,36795.12
20200229,BUD,DIV01,CC07,PL032,-64711.97
20200229,BUD,DIV01,CC07,PL033,-18855.89
20200229,BUD,DIV01,CC07,PL040,-1135476.94
20200229,BUD,DIV02,CC05,PL001,12379174.23
20200229,BUD,DIV02,CC05,PL002,-371375.23
20200229,BUD,DIV02,CC02,PL010,-3422360.73
20200229,BUD,DIV02,CC02,PL011,-1368944.29
20200229,BUD,DIV02,CC02,PL012,-933371.11
20200229,BUD,DIV02,CC08,PL013,-373348.44
20200229,BUD,DIV02,CC10,PL014,-124449.48
20200229,BUD,DIV02,CC04,PL020,-774864.33
20200229,BUD,DIV02,CC07,PL021,-417746.99
20200229,BUD,DIV02,CC07,PL022,-300229.85
20200229,BUD,DIV02,CC06,PL023,-532478.34
20200229,BUD,DIV02,CC07,PL024,-587500.72
20200229,BUD,DIV02,CC09,PL025,-116970.68
20200229,BUD,DIV02,CC07,PL030,-320835.68
20200229,BUD,DIV02,CC07,PL031,24530.08
20200229,BUD,DIV02,CC07,PL032,-43141.31
20200229,BUD,DIV02,CC07,PL033,-12570.59
20200229,BUD,DIV02,CC07,PL040,-756984.63
20200229,BUD,DIV03,CC05,PL001,10315978.52
20200229,BUD,DIV03,CC05,PL002,-309479.36
20200229,BUD,DIV03,CC03,PL010,-2851967.27
20200229,BUD,DIV03,CC03,PL011,-1140786.91
20200229,BUD,DIV03,CC03,PL012,-777809.26
20200229,BUD,DIV03,CC08,PL013,-311123.7
20200229,BUD,DIV03,CC10,PL014,-103707.9
20200229,BUD,DIV03,CC04,PL020,-645720.28
20200229,BUD,DIV03,CC07,PL021,-348122.49
20200229,BUD,DIV03,CC07,PL022,-250191.54
20200229,BUD,DIV03,CC06,PL023,-443731.95
20200229,BUD,DIV03,CC07,PL024,-489583.93
20200229,BUD,DIV03,CC09,PL025,-97475.57
20200229,BUD,DIV03,CC07,PL030,-267363.07
20200229,BUD,DIV03,CC07,PL031,20441.74
20200229,BUD,DIV03,CC07,PL032,-35951.1
20200229,BUD,DIV03,CC07,PL033,-10475.49
20200229,BUD,DIV03,CC07,PL040,-630820.52
20200331,ACT,DIV01,CC04,PL001,16233640.91
20200331,ACT,DIV01,CC04,PL002,-487009.23
20200331,ACT,DIV01,CC01,PL010,-4797801.71
20200331,ACT,DIV01,CC01,PL011,-1919120.68
20200331,ACT,DIV01,CC01,PL012,-1308491.38
20200331,ACT,DIV01,CC08,PL013,-523396.55
20200331,ACT,DIV01,CC10,PL014,-174465.52
20200331,ACT,DIV01,CC04,PL020,-1009525.93
20200331,ACT,DIV01,CC07,PL021,-553753.31
20200331,ACT,DIV01,CC07,PL022,-393910.96
20200331,ACT,DIV01,CC06,PL023,-699311.19
20200331,ACT,DIV01,CC07,PL024,-885868.6
20200331,ACT,DIV01,CC09,PL025,-154519.45
20200331,ACT,DIV01,CC07,PL030,-490992.66
20200331,ACT,DIV01,CC07,PL031,31400.12
20200331,ACT,DIV01,CC07,PL032,-23251.69
20200331,ACT,DIV01,CC07,PL033,-15617.05
20200331,ACT,DIV01,CC07,PL040,-791841.44
20200331,ACT,DIV02,CC05,PL001,10822427.28
20200331,ACT,DIV02,CC05,PL002,-324672.82
20200331,ACT,DIV02,CC02,PL010,-3198534.47
20200331,ACT,DIV02,CC02,PL011,-1279413.79
20200331,ACT,DIV02,CC02,PL012,-872327.58
20200331,ACT,DIV02,CC08,PL013,-348931.03
20200331,ACT,DIV02,CC10,PL014,-116310.34
20200331,ACT,DIV02,CC04,PL020,-673017.28
20200331,ACT,DIV02,CC07,PL021,-369168.88
20200331,ACT,DIV02,CC07,PL022,-262607.3
20200331,ACT,DIV02,CC06,PL023,-466207.46
20200331,ACT,DIV02,CC07,PL024,-590579.07
20200331,ACT,DIV02,CC09,PL025,-103012.96
20200331,ACT,DIV02,CC07,PL030,-327328.44
20200331,ACT,DIV02,CC07,PL031,20933.41
20200331,ACT,DIV02,CC07,PL032,-15501.13
20200331,ACT,DIV02,CC07,PL033,-10411.36
20200331,ACT,DIV02,CC07,PL040,-527894.29
20200331,ACT,DIV03,CC05,PL001,9018689.4
20200331,ACT,DIV03,CC05,PL002,-270560.68
20200331,ACT,DIV03,CC03,PL010,-2665445.39
20200331,ACT,DIV03,CC03,PL011,-1066178.16
20200331,ACT,DIV03,CC03,PL012,-726939.65
20200331,ACT,DIV03,CC08,PL013,-290775.86
20200331,ACT,DIV03,CC10,PL014,-96925.29
20200331,ACT,DIV03,CC04,PL020,-560847.74
20200331,ACT,DIV03,CC07,PL021,-307640.73
20200331,ACT,DIV03,CC07,PL022,-218839.42
20200331,ACT,DIV03,CC06,PL023,-388506.22
20200331,ACT,DIV03,CC07,PL024,-492149.22
20200331,ACT,DIV03,CC09,PL025,-85844.14
20200331,ACT,DIV03,CC07,PL030,-272773.7
20200331,ACT,DIV03,CC07,PL031,17444.51
20200331,ACT,DIV03,CC07,PL032,-12917.61
20200331,ACT,DIV03,CC07,PL033,-8676.14
20200331,ACT,DIV03,CC07,PL040,-439911.91
20200331,BUD,DIV01,CC04,PL001,16937890.33
20200331,BUD,DIV01,CC04,PL002,-508136.71
20200331,BUD,DIV01,CC01,PL010,-4633174.86
20200331,BUD,DIV01,CC01,PL011,-1853269.94
20200331,BUD,DIV01,CC01,PL012,-1263593.14
20200331,BUD,DIV01,CC08,PL013,-505437.26
20200331,BUD,DIV01,CC10,PL014,-168479.09
20200331,BUD,DIV01,CC04,PL020,-1055096.02
20200331,BUD,DIV01,CC07,PL021,-565850.37
20200331,BUD,DIV01,CC07,PL022,-411332.7
20200331,BUD,DIV01,CC06,PL023,-734184.0
20200331,BUD,DIV01,CC07,PL024,-892676.56
20200331,BUD,DIV01,CC09,PL025,-167166.09
20200331,BUD,DIV01,CC07,PL030,-490062.05
20200331,BUD,DIV01,CC07,PL031,32932.67
20200331,BUD,DIV01,CC07,PL032,-28832.07
20200331,BUD,DIV01,CC07,PL033,-16265.02
20200331,BUD,DIV01,CC07,PL040,-1029634.79
20200331,BUD,DIV02,CC05,PL001,11291926.89
20200331,BUD,DIV02,CC05,PL002,-338757.81
20200331,BUD,DIV02,CC02,PL010,-3088783.24
20200331,BUD,DIV02,CC02,PL011,-1235513.3
20200331,BUD,DIV02,CC02,PL012,-842395.43
20200331,BUD,DIV02,CC08,PL013,-336958.17
20200331,BUD,DIV02,CC10,PL014,-112319.39
20200331,BUD,DIV02,CC04,PL020,-703397.35
20200331,BUD,DIV02,CC07,PL021,-377233.58
20200331,BUD,DIV02,CC07,PL022,-274221.8
20200331,BUD,DIV02,CC06,PL023,-489456.0
20200331,BUD,DIV02,CC07,PL024,-595117.71
20200331,BUD,DIV02,CC09,PL025,-111444.06
20200331,BUD,DIV02,CC07,PL030,-326708.03
20200331,BUD,DIV02,CC07,PL031,21955.11
20200331,BUD,DIV02,CC07,PL032,-19221.38
20200331,BUD,DIV02,CC07,PL033,-10843.35
20200331,BUD,DIV02,CC07,PL040,-686423.2
20200331,BUD,DIV03,CC05,PL001,9409939.07
20200331,BUD,DIV03,CC05,PL002,-282298.17
20200331,BUD,DIV03,CC03,PL010,-2573986.03
20200331,BUD,DIV03,CC03,PL011,-1029594.41
20200331,BUD,DIV03,CC03,PL012,-701996.19
20200331,BUD,DIV03,CC08,PL013,-280798.48
